,Title,Subtitle,Location,Date,Link
295,"Credit Suisse Announces Coupon Payments and Expected Coupon Payments on Credit Suisse X-Links® Exchange Traded Notes (the ""ETNs"")","On January 6, 2022, Credit Suisse announced expected coupon payments for the following ETNs:",New York,06.01.2022,https://www.credit-suisse.com/articles/media-releases/2022/01/en/credit-suisse-announces-coupon-payments-and-expected-coupon-payments-on-credit-suisse-x-links.html
296,Credit Suisse Group AG announces completion of its 2021 share buyback program,,Zurich,03.01.2022,https://www.credit-suisse.com/articles/media-releases/2022/01/en/share-repurchase-program-completion.html
297,Credit Suisse Group announces appointments to the Executive Board in line with its new strategy; new Board of Directors leadership appointments to enhance governance of subsidiary Boards,Ad hoc announcement pursuant to article 53 LR,Zurich,13.12.2021,https://www.credit-suisse.com/articles/media-releases/2021/12/en/csg-announces-appointments-exb-new-bod-leadership-governance.html
298,Credit Suisse AG Announces the Exercise of its Right to Call its REML ETNs and its Right to Accelerate its FLGE and FEUL ETNs,"Credit Suisse AG (""Credit Suisse"") announced today that it has exercised its right to call its Credit Suisse X-Links® Monthly Pay 2xLeveraged Mortgage REIT ETNs (""REML"") and its right to accelerate, at its option, its Credit Suisse FI Large Cap Growth Enhanced ETNs (""FLGE"") and Credit Suisse FI Enhanced Europe 50 ETNs (""FEUL""). The call settlement date for REML is expected to be December 27, 2021, and the acceleration dates for FLGE and FEUL are expected to be December 23, 2021 and December 22, 2021, respectively. As of today, Credit Suisse will no longer issue new units of these ETNs.",New York,10.12.2021,https://www.credit-suisse.com/articles/media-releases/2021/12/en/credit-suisse-announces-the-exercise-of-its-right-to-call-its-reml-etns.html
299,"Credit Suisse Announces Coupon Payments and Expected Coupon Payments on Credit Suisse X-Links® Exchange Traded Notes (the ""ETNs"")","On December 2, 2021, Credit Suisse declared coupon payments for the following ETNs:",New York,08.12.2021,https://www.credit-suisse.com/articles/media-releases/2021/12/en/credit-suisse-announces-coupon-payments-and-expected-coupon-payments-on-credit-suisse-x-links.html
300,"A novel solution supports homeowners along the real-estate lifecycle: Credit Suisse, MoneyPark and PriceHubble enter strategic partnership",,Zurich,23.11.2021,https://www.credit-suisse.com/articles/media-releases/2021/11/en/a-novel-solution-supports-homeowners-along-the-real-estate-lifec.html
301,Credit Suisse announces referral arrangement for Prime Services customers with BNP Paribas,"Credit Suisse is pleased to announce that it has signed a referral agreement with BNP Paribas to support its Prime Services and Derivatives Clearing customers in their selection of alternative providers for such services, in order to ensure a smooth migration of their business, in the context of the recently announced exit from Prime Services activities.",Zurich,08.11.2021,https://www.credit-suisse.com/articles/media-releases/2021/11/en/credit-suisse-referral-arrangement-prime-services-bnp-paribas.html
302,Credit Suisse finances The Nature Conservancy’s Blue Bond for marine conservation for Belize,,London and New York,05.11.2021,https://www.credit-suisse.com/articles/media-releases/2021/11/en/credit-suisse-finances-the-nature-conservancys-blue-bond-for-marine-conservation-for-belize.html
303,"Credit Suisse Announces Coupon Payments and Expected Coupon Payments on Credit Suisse X-Links® Exchange Traded Notes (the ""ETNs"")","On November 2, 2021, Credit Suisse declared coupon payments for the following ETNs:",New York,05.11.2021,https://www.credit-suisse.com/articles/media-releases/2021/11/en/credit-suisse-announces-coupon-payments-and-expected-coupon-payments-on-credit-suisse-x-links.html
304,Credit Suisse Group announces settlements for legacy issues with regards to Mozambique and resolves the case on past observation activities,Ad hoc announcement pursuant to article 53 LR,Zurich,19.10.2021,https://www.credit-suisse.com/articles/media-releases/2021/10/en/finma-mozambique-observation.html
305,"Credit Suisse Announces Coupon Payments and Expected Coupon Payments on Credit Suisse X-Links® Exchange Traded Notes (the ""ETNs"")","On October 4, 2021, Credit Suisse declared coupon payments for the following ETNs:",New York,07.10.2021,https://www.credit-suisse.com/articles/media-releases/2020/10/en/credit-suisse-announces-coupon-payments-and-expected-coupon-payments-on-credit-suisse-x-links-2.html
306,"Credit Suisse Announces Coupon Amount on its Credit Suisse S&P MLP Index ETN (ticker symbol ""MLPO"").","On October 4, 2021, Credit Suisse declared a Coupon Amount for the Credit Suisse S&P MLP Index ETN (the ""ETN"").",New York,07.10.2021,https://www.credit-suisse.com/articles/media-releases/2020/10/en/credit-suisse-announces-coupon-amount-on-its-credit-suisse-s-p-mlp-index-etn-2.html
307,"Credit Suisse Announces Coupon Payments and Expected Coupon Payments on Credit Suisse X-Links® Exchange Traded Notes (the ""ETNs"")","On September 2, 2021, Credit Suisse declared coupon payments for the following ETNs:",New York,08.09.2021,https://www.credit-suisse.com/articles/media-releases/2021/09/en/credit-suisse-announces-coupon-payments-and-expected-coupon-payments-on-credit-suisse-x-links.html
308,Appointments to the Executive Board of Credit Suisse Group: Christine Graeff as Global Head of Human Resources and Rafael Lopez Lorenzo as Chief Compliance Officer,Credit Suisse Group AG today announced two internal appointments to the Executive Board of Credit Suisse Group.,Zurich,08.09.2021,https://www.credit-suisse.com/articles/media-releases/2021/09/en/csg-appoints-new-exb-members.html
309,Credit Suisse (Schweiz) AG has published its Interim Report 2021,Ad hoc announcement pursuant to article 53 LR,Zurich,20.08.2021,https://www.credit-suisse.com/articles/media-releases/2021/08/en/credit-suisse-ch-interim-report-6m21.html
310,Credit Suisse publishes agenda for the 2022 Annual General Meeting of Shareholders,Ad hoc announcement pursuant to article 53 LR,Zurich,30.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/agm-2022-invitation.html
311,Decision by a Court in Bermuda,,Zurich,29.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/decision-court-bermuda.html
312,Credit Suisse acts as Sole Conservation Bond Structurer on World Bank's 'Rhino Bond',,London,24.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/rhino-bond.html
313,Credit Suisse Group Announcement,Ad hoc announcement pursuant to article 53 LR,Zurich,23.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/update-on-trial-in-bermuda.html
314,Credit Suisse Group AG proposes new appointments to the Board of Directors,Ad hoc announcement pursuant to article 53 LR,Zurich,21.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/bod-changes.html
315,Credit Suisse celebrates the 25th year of the Asian Investment Conference as it explores the road ahead for the region over the next quarter century,"Celebrating its 25th anniversary, the Credit Suisse Asian Investment Conference (AIC) welcomes more than 3,000 attendees for a four-day conference commencing today. The attendees include over 2,000 representatives from the global investment community, who will connect virtually with senior executives from some 350 companies with a total market capitalization of over USD8 trillion, to explore what the next 25 years holds in store for the Asia Pacific (APAC) region.",Hong Kong,21.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/credit-suisse-celebrates-25th-year-of-asian-investment-conference.html
316,Credit Suisse Group appoints Rob Cox as Group Head Corporate Communications,Credit Suisse Group today announced the appointment of Rob Cox as Group Head of Corporate Communications.,Zurich,15.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/csg-appoints-head-corp-comms.html
317,Credit Suisse (Schweiz) AG has published its Annual Report 2021,Ad hoc announcement pursuant to article 53 LR,Zurich,10.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/credit-suisse-ch-annual-report-2021.html
318,Credit Suisse publishes its 2021 Annual Report and Sustainability Report,Ad hoc announcement pursuant to article 53 LR,Zurich,10.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/ar-2021.html
319,Credit Suisse Group update on Russia,Credit Suisse Group today published details on its business exposure in Russia as part of its Annual Report disclosures and outlined its stance with respect to the impact of Russia’s invasion of Ukraine.,Zurich,10.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/csg-update-russia.html
320,"Credit Suisse Announces Coupon Payments and Expected Coupon Payments on Credit Suisse X-Links® Exchange Traded Notes (the ""ETNs"")","On March 4, 2022, Credit Suisse announced expected coupon payments for the following ETNs:",New York,04.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/credit-suisse-announces-coupon-payments-and-expected-coupon-payments-on-credit-suisse-x-links.html
321,Credit Suisse Group Statement,"In response to media reporting that Credit Suisse requested third parties to destroy documents linked to clients, Credit Suisse Group issued the following statement:",Zurich,03.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/csg-statement-media.html
322,Credit Suisse trades more than USD 1 billion in derivatives linked to the Credit Suisse RavenPack Artificial Intelligence Index,"As of December 31, 2021, Credit Suisse has traded more than USD 1 billion in notional in derivatives linked to the Credit Suisse RavenPack Artificial Intelligence Index (Bloomberg ticker: CSRPAI5E Index).",New York,03.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/credit-suisse-trades-more-than-usd-1-billion-in-derivatives-linked-to-the-credit-suisse-ravenpack-artificial-intelligence-index.html
323,Credit Suisse Group Statement,"In response to a consortium of media outlets publishing a series of articles, Credit Suisse Group issued the following statement:",Zurich,20.02.2022,https://www.credit-suisse.com/articles/media-releases/2022/02/en/csg-statement-media.html
324,"Credit Suisse Announces Coupon Payments and Expected Coupon Payments on Credit Suisse X-Links® Exchange Traded Notes (the ""ETNs"")","On February 4, 2022, Credit Suisse announced expected coupon payments for the following ETNs:",New York,04.02.2022,https://www.credit-suisse.com/articles/media-releases/2022/02/en/credit-suisse-announces-coupon-payments-and-expected-coupon-payments-on-credit-suisse-x-links.html
325,Credit Suisse Earns Recognition for Diversity and Inclusion from Human Rights Campaign Foundation and Bloomberg Gender-Equality Index,Credit Suisse today announced that it has been recognized for its deep commitment to diversity and inclusion by both the Human Rights Campaign Foundation and by the Bloomberg Gender-Equality Index.,New York,27.01.2022,https://www.credit-suisse.com/articles/media-releases/2022/01/en/credit-suisse-earns-recognition-for-diversity-and-inclusion.html
326,Credit Suisse Group Trading Update,Ad hoc announcement pursuant to article 53 LR,Zurich,25.01.2022,https://www.credit-suisse.com/articles/media-releases/2022/01/en/csg-trading-update.html
327,Credit Suisse Group appoints Axel P. Lehmann as new Chairman; António Horta-Osório has resigned,Ad hoc announcement pursuant to article 53 LR,Zurich,17.01.2022,https://www.credit-suisse.com/articles/media-releases/2022/01/en/csg-bod-changes.html
328,"Credit Suisse Announces Coupon Amount on its Credit Suisse S&P MLP Index ETN (ticker symbol ""MLPO"").","On January 3, 2022, Credit Suisse declared a Coupon Amount for the Credit Suisse S&P MLP Index ETN (the ""ETN"").",New York,06.01.2022,https://www.credit-suisse.com/articles/media-releases/2022/01/en/credit-suisse-announces-coupon-amount-on-its-credit-suisse-s-p-mlp-index-etn.html
329,"Credit Suisse Announces Coupon Payments and Expected Coupon Payments on Credit Suisse X-Links® Exchange Traded Notes (the ""ETNs"")","On January 6, 2022, Credit Suisse announced expected coupon payments for the following ETNs:",New York,06.01.2022,https://www.credit-suisse.com/articles/media-releases/2022/01/en/credit-suisse-announces-coupon-payments-and-expected-coupon-payments-on-credit-suisse-x-links.html
330,Credit Suisse Group AG announces completion of its 2021 share buyback program,,Zurich,03.01.2022,https://www.credit-suisse.com/articles/media-releases/2022/01/en/share-repurchase-program-completion.html
331,Credit Suisse Group announces appointments to the Executive Board in line with its new strategy; new Board of Directors leadership appointments to enhance governance of subsidiary Boards,Ad hoc announcement pursuant to article 53 LR,Zurich,13.12.2021,https://www.credit-suisse.com/articles/media-releases/2021/12/en/csg-announces-appointments-exb-new-bod-leadership-governance.html
332,Credit Suisse AG Announces the Exercise of its Right to Call its REML ETNs and its Right to Accelerate its FLGE and FEUL ETNs,"Credit Suisse AG (""Credit Suisse"") announced today that it has exercised its right to call its Credit Suisse X-Links® Monthly Pay 2xLeveraged Mortgage REIT ETNs (""REML"") and its right to accelerate, at its option, its Credit Suisse FI Large Cap Growth Enhanced ETNs (""FLGE"") and Credit Suisse FI Enhanced Europe 50 ETNs (""FEUL""). The call settlement date for REML is expected to be December 27, 2021, and the acceleration dates for FLGE and FEUL are expected to be December 23, 2021 and December 22, 2021, respectively. As of today, Credit Suisse will no longer issue new units of these ETNs.",New York,10.12.2021,https://www.credit-suisse.com/articles/media-releases/2021/12/en/credit-suisse-announces-the-exercise-of-its-right-to-call-its-reml-etns.html
333,"Credit Suisse Announces Coupon Payments and Expected Coupon Payments on Credit Suisse X-Links® Exchange Traded Notes (the ""ETNs"")","On December 2, 2021, Credit Suisse declared coupon payments for the following ETNs:",New York,08.12.2021,https://www.credit-suisse.com/articles/media-releases/2021/12/en/credit-suisse-announces-coupon-payments-and-expected-coupon-payments-on-credit-suisse-x-links.html
334,"A novel solution supports homeowners along the real-estate lifecycle: Credit Suisse, MoneyPark and PriceHubble enter strategic partnership",,Zurich,23.11.2021,https://www.credit-suisse.com/articles/media-releases/2021/11/en/a-novel-solution-supports-homeowners-along-the-real-estate-lifec.html
335,Credit Suisse announces referral arrangement for Prime Services customers with BNP Paribas,"Credit Suisse is pleased to announce that it has signed a referral agreement with BNP Paribas to support its Prime Services and Derivatives Clearing customers in their selection of alternative providers for such services, in order to ensure a smooth migration of their business, in the context of the recently announced exit from Prime Services activities.",Zurich,08.11.2021,https://www.credit-suisse.com/articles/media-releases/2021/11/en/credit-suisse-referral-arrangement-prime-services-bnp-paribas.html
336,Credit Suisse finances The Nature Conservancy’s Blue Bond for marine conservation for Belize,,London and New York,05.11.2021,https://www.credit-suisse.com/articles/media-releases/2021/11/en/credit-suisse-finances-the-nature-conservancys-blue-bond-for-marine-conservation-for-belize.html
337,"Credit Suisse Announces Coupon Payments and Expected Coupon Payments on Credit Suisse X-Links® Exchange Traded Notes (the ""ETNs"")","On November 2, 2021, Credit Suisse declared coupon payments for the following ETNs:",New York,05.11.2021,https://www.credit-suisse.com/articles/media-releases/2021/11/en/credit-suisse-announces-coupon-payments-and-expected-coupon-payments-on-credit-suisse-x-links.html
338,Credit Suisse Group announces settlements for legacy issues with regards to Mozambique and resolves the case on past observation activities,Ad hoc announcement pursuant to article 53 LR,Zurich,19.10.2021,https://www.credit-suisse.com/articles/media-releases/2021/10/en/finma-mozambique-observation.html
339,"Credit Suisse Announces Coupon Payments and Expected Coupon Payments on Credit Suisse X-Links® Exchange Traded Notes (the ""ETNs"")","On October 4, 2021, Credit Suisse declared coupon payments for the following ETNs:",New York,07.10.2021,https://www.credit-suisse.com/articles/media-releases/2020/10/en/credit-suisse-announces-coupon-payments-and-expected-coupon-payments-on-credit-suisse-x-links-2.html
340,"Credit Suisse Announces Coupon Amount on its Credit Suisse S&P MLP Index ETN (ticker symbol ""MLPO"").","On October 4, 2021, Credit Suisse declared a Coupon Amount for the Credit Suisse S&P MLP Index ETN (the ""ETN"").",New York,07.10.2021,https://www.credit-suisse.com/articles/media-releases/2020/10/en/credit-suisse-announces-coupon-amount-on-its-credit-suisse-s-p-mlp-index-etn-2.html
341,"Credit Suisse Announces Coupon Payments and Expected Coupon Payments on Credit Suisse X-Links® Exchange Traded Notes (the ""ETNs"")","On September 2, 2021, Credit Suisse declared coupon payments for the following ETNs:",New York,08.09.2021,https://www.credit-suisse.com/articles/media-releases/2021/09/en/credit-suisse-announces-coupon-payments-and-expected-coupon-payments-on-credit-suisse-x-links.html
342,Appointments to the Executive Board of Credit Suisse Group: Christine Graeff as Global Head of Human Resources and Rafael Lopez Lorenzo as Chief Compliance Officer,Credit Suisse Group AG today announced two internal appointments to the Executive Board of Credit Suisse Group.,Zurich,08.09.2021,https://www.credit-suisse.com/articles/media-releases/2021/09/en/csg-appoints-new-exb-members.html
343,Credit Suisse (Schweiz) AG has published its Interim Report 2021,Ad hoc announcement pursuant to article 53 LR,Zurich,20.08.2021,https://www.credit-suisse.com/articles/media-releases/2021/08/en/credit-suisse-ch-interim-report-6m21.html
344,Proposed new appointments to the Board of Directors of Credit Suisse Group AG,Ad hoc announcement pursuant to article 53 LR,Zurich,13.08.2021,https://www.credit-suisse.com/articles/media-releases/2021/08/en/bod-changes.html
345,"Credit Suisse Announces Coupon Payments and Expected Coupon Payments on Credit Suisse X-Links® Exchange Traded Notes (the ""ETNs"")","On August 2, 2021, Credit Suisse declared coupon payments for the following ETNs:",New York,06.08.2021,https://www.credit-suisse.com/articles/media-releases/2021/08/en/credit-suisse-announces-coupon-payments-and-expected-coupon-payments-on-credit-suisse-x-links.html
346,Credit Suisse Partners with Girls Who Code for Summer Immersion Program to Help Build Pipeline of Future Female Engineers,"Number of student participants this year nearly doubles from inaugural class at the bank

Credit Suisse today announced that it is once again partnering with Girls Who Code, the international non-profit organization dedicated to closing the gender gap in technology, as a corporate partner for its signature Summer Immersion Program.",New York,02.08.2021,https://www.credit-suisse.com/articles/media-releases/2021/08/en/cs-partners-with-girls-who-code-for-summer-immersion-program-to-help-build-pipeline-of-future-female-engineers.html
347,Credit Suisse Group publishes the report of the independent external investigation into Archegos Capital Management,Ad hoc announcement pursuant to article 53 LR,Zurich,29.07.2021,https://www.credit-suisse.com/articles/media-releases/2021/07/en/archegos.html
348,Credit Suisse publishes agenda for the 2022 Annual General Meeting of Shareholders,Ad hoc announcement pursuant to article 53 LR,Zurich,30.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/agm-2022-invitation.html
349,Decision by a Court in Bermuda,,Zurich,29.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/decision-court-bermuda.html
350,Credit Suisse acts as Sole Conservation Bond Structurer on World Bank's 'Rhino Bond',,London,24.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/rhino-bond.html
351,Credit Suisse Group Announcement,Ad hoc announcement pursuant to article 53 LR,Zurich,23.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/update-on-trial-in-bermuda.html
352,Credit Suisse Group AG proposes new appointments to the Board of Directors,Ad hoc announcement pursuant to article 53 LR,Zurich,21.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/bod-changes.html
353,Credit Suisse celebrates the 25th year of the Asian Investment Conference as it explores the road ahead for the region over the next quarter century,"Celebrating its 25th anniversary, the Credit Suisse Asian Investment Conference (AIC) welcomes more than 3,000 attendees for a four-day conference commencing today. The attendees include over 2,000 representatives from the global investment community, who will connect virtually with senior executives from some 350 companies with a total market capitalization of over USD8 trillion, to explore what the next 25 years holds in store for the Asia Pacific (APAC) region.",Hong Kong,21.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/credit-suisse-celebrates-25th-year-of-asian-investment-conference.html
354,Credit Suisse Group appoints Rob Cox as Group Head Corporate Communications,Credit Suisse Group today announced the appointment of Rob Cox as Group Head of Corporate Communications.,Zurich,15.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/csg-appoints-head-corp-comms.html
355,Credit Suisse (Schweiz) AG has published its Annual Report 2021,Ad hoc announcement pursuant to article 53 LR,Zurich,10.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/credit-suisse-ch-annual-report-2021.html
356,Credit Suisse publishes its 2021 Annual Report and Sustainability Report,Ad hoc announcement pursuant to article 53 LR,Zurich,10.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/ar-2021.html
357,Credit Suisse Group update on Russia,Credit Suisse Group today published details on its business exposure in Russia as part of its Annual Report disclosures and outlined its stance with respect to the impact of Russia’s invasion of Ukraine.,Zurich,10.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/csg-update-russia.html
358,"Credit Suisse Announces Coupon Payments and Expected Coupon Payments on Credit Suisse X-Links® Exchange Traded Notes (the ""ETNs"")","On March 4, 2022, Credit Suisse announced expected coupon payments for the following ETNs:",New York,04.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/credit-suisse-announces-coupon-payments-and-expected-coupon-payments-on-credit-suisse-x-links.html
359,Credit Suisse Group Statement,"In response to media reporting that Credit Suisse requested third parties to destroy documents linked to clients, Credit Suisse Group issued the following statement:",Zurich,03.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/csg-statement-media.html
360,Credit Suisse trades more than USD 1 billion in derivatives linked to the Credit Suisse RavenPack Artificial Intelligence Index,"As of December 31, 2021, Credit Suisse has traded more than USD 1 billion in notional in derivatives linked to the Credit Suisse RavenPack Artificial Intelligence Index (Bloomberg ticker: CSRPAI5E Index).",New York,03.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/credit-suisse-trades-more-than-usd-1-billion-in-derivatives-linked-to-the-credit-suisse-ravenpack-artificial-intelligence-index.html
361,Credit Suisse Group Statement,"In response to a consortium of media outlets publishing a series of articles, Credit Suisse Group issued the following statement:",Zurich,20.02.2022,https://www.credit-suisse.com/articles/media-releases/2022/02/en/csg-statement-media.html
362,"Credit Suisse Announces Coupon Payments and Expected Coupon Payments on Credit Suisse X-Links® Exchange Traded Notes (the ""ETNs"")","On February 4, 2022, Credit Suisse announced expected coupon payments for the following ETNs:",New York,04.02.2022,https://www.credit-suisse.com/articles/media-releases/2022/02/en/credit-suisse-announces-coupon-payments-and-expected-coupon-payments-on-credit-suisse-x-links.html
363,Credit Suisse Earns Recognition for Diversity and Inclusion from Human Rights Campaign Foundation and Bloomberg Gender-Equality Index,Credit Suisse today announced that it has been recognized for its deep commitment to diversity and inclusion by both the Human Rights Campaign Foundation and by the Bloomberg Gender-Equality Index.,New York,27.01.2022,https://www.credit-suisse.com/articles/media-releases/2022/01/en/credit-suisse-earns-recognition-for-diversity-and-inclusion.html
364,Credit Suisse Group Trading Update,Ad hoc announcement pursuant to article 53 LR,Zurich,25.01.2022,https://www.credit-suisse.com/articles/media-releases/2022/01/en/csg-trading-update.html
365,Credit Suisse Group appoints Axel P. Lehmann as new Chairman; António Horta-Osório has resigned,Ad hoc announcement pursuant to article 53 LR,Zurich,17.01.2022,https://www.credit-suisse.com/articles/media-releases/2022/01/en/csg-bod-changes.html
366,"Credit Suisse Announces Coupon Amount on its Credit Suisse S&P MLP Index ETN (ticker symbol ""MLPO"").","On January 3, 2022, Credit Suisse declared a Coupon Amount for the Credit Suisse S&P MLP Index ETN (the ""ETN"").",New York,06.01.2022,https://www.credit-suisse.com/articles/media-releases/2022/01/en/credit-suisse-announces-coupon-amount-on-its-credit-suisse-s-p-mlp-index-etn.html
367,"Credit Suisse Announces Coupon Payments and Expected Coupon Payments on Credit Suisse X-Links® Exchange Traded Notes (the ""ETNs"")","On January 6, 2022, Credit Suisse announced expected coupon payments for the following ETNs:",New York,06.01.2022,https://www.credit-suisse.com/articles/media-releases/2022/01/en/credit-suisse-announces-coupon-payments-and-expected-coupon-payments-on-credit-suisse-x-links.html
368,Credit Suisse Group AG announces completion of its 2021 share buyback program,,Zurich,03.01.2022,https://www.credit-suisse.com/articles/media-releases/2022/01/en/share-repurchase-program-completion.html
369,Credit Suisse Group announces appointments to the Executive Board in line with its new strategy; new Board of Directors leadership appointments to enhance governance of subsidiary Boards,Ad hoc announcement pursuant to article 53 LR,Zurich,13.12.2021,https://www.credit-suisse.com/articles/media-releases/2021/12/en/csg-announces-appointments-exb-new-bod-leadership-governance.html
370,Credit Suisse AG Announces the Exercise of its Right to Call its REML ETNs and its Right to Accelerate its FLGE and FEUL ETNs,"Credit Suisse AG (""Credit Suisse"") announced today that it has exercised its right to call its Credit Suisse X-Links® Monthly Pay 2xLeveraged Mortgage REIT ETNs (""REML"") and its right to accelerate, at its option, its Credit Suisse FI Large Cap Growth Enhanced ETNs (""FLGE"") and Credit Suisse FI Enhanced Europe 50 ETNs (""FEUL""). The call settlement date for REML is expected to be December 27, 2021, and the acceleration dates for FLGE and FEUL are expected to be December 23, 2021 and December 22, 2021, respectively. As of today, Credit Suisse will no longer issue new units of these ETNs.",New York,10.12.2021,https://www.credit-suisse.com/articles/media-releases/2021/12/en/credit-suisse-announces-the-exercise-of-its-right-to-call-its-reml-etns.html
371,"Credit Suisse Announces Coupon Payments and Expected Coupon Payments on Credit Suisse X-Links® Exchange Traded Notes (the ""ETNs"")","On December 2, 2021, Credit Suisse declared coupon payments for the following ETNs:",New York,08.12.2021,https://www.credit-suisse.com/articles/media-releases/2021/12/en/credit-suisse-announces-coupon-payments-and-expected-coupon-payments-on-credit-suisse-x-links.html
372,"A novel solution supports homeowners along the real-estate lifecycle: Credit Suisse, MoneyPark and PriceHubble enter strategic partnership",,Zurich,23.11.2021,https://www.credit-suisse.com/articles/media-releases/2021/11/en/a-novel-solution-supports-homeowners-along-the-real-estate-lifec.html
373,Credit Suisse announces referral arrangement for Prime Services customers with BNP Paribas,"Credit Suisse is pleased to announce that it has signed a referral agreement with BNP Paribas to support its Prime Services and Derivatives Clearing customers in their selection of alternative providers for such services, in order to ensure a smooth migration of their business, in the context of the recently announced exit from Prime Services activities.",Zurich,08.11.2021,https://www.credit-suisse.com/articles/media-releases/2021/11/en/credit-suisse-referral-arrangement-prime-services-bnp-paribas.html
374,Credit Suisse finances The Nature Conservancy’s Blue Bond for marine conservation for Belize,,London and New York,05.11.2021,https://www.credit-suisse.com/articles/media-releases/2021/11/en/credit-suisse-finances-the-nature-conservancys-blue-bond-for-marine-conservation-for-belize.html
375,"Credit Suisse Announces Coupon Payments and Expected Coupon Payments on Credit Suisse X-Links® Exchange Traded Notes (the ""ETNs"")","On November 2, 2021, Credit Suisse declared coupon payments for the following ETNs:",New York,05.11.2021,https://www.credit-suisse.com/articles/media-releases/2021/11/en/credit-suisse-announces-coupon-payments-and-expected-coupon-payments-on-credit-suisse-x-links.html
376,Credit Suisse Group announces settlements for legacy issues with regards to Mozambique and resolves the case on past observation activities,Ad hoc announcement pursuant to article 53 LR,Zurich,19.10.2021,https://www.credit-suisse.com/articles/media-releases/2021/10/en/finma-mozambique-observation.html
377,"Credit Suisse Announces Coupon Payments and Expected Coupon Payments on Credit Suisse X-Links® Exchange Traded Notes (the ""ETNs"")","On October 4, 2021, Credit Suisse declared coupon payments for the following ETNs:",New York,07.10.2021,https://www.credit-suisse.com/articles/media-releases/2020/10/en/credit-suisse-announces-coupon-payments-and-expected-coupon-payments-on-credit-suisse-x-links-2.html
378,"Credit Suisse Announces Coupon Amount on its Credit Suisse S&P MLP Index ETN (ticker symbol ""MLPO"").","On October 4, 2021, Credit Suisse declared a Coupon Amount for the Credit Suisse S&P MLP Index ETN (the ""ETN"").",New York,07.10.2021,https://www.credit-suisse.com/articles/media-releases/2020/10/en/credit-suisse-announces-coupon-amount-on-its-credit-suisse-s-p-mlp-index-etn-2.html
379,"Credit Suisse Announces Coupon Payments and Expected Coupon Payments on Credit Suisse X-Links® Exchange Traded Notes (the ""ETNs"")","On September 2, 2021, Credit Suisse declared coupon payments for the following ETNs:",New York,08.09.2021,https://www.credit-suisse.com/articles/media-releases/2021/09/en/credit-suisse-announces-coupon-payments-and-expected-coupon-payments-on-credit-suisse-x-links.html
380,Appointments to the Executive Board of Credit Suisse Group: Christine Graeff as Global Head of Human Resources and Rafael Lopez Lorenzo as Chief Compliance Officer,Credit Suisse Group AG today announced two internal appointments to the Executive Board of Credit Suisse Group.,Zurich,08.09.2021,https://www.credit-suisse.com/articles/media-releases/2021/09/en/csg-appoints-new-exb-members.html
381,Credit Suisse (Schweiz) AG has published its Interim Report 2021,Ad hoc announcement pursuant to article 53 LR,Zurich,20.08.2021,https://www.credit-suisse.com/articles/media-releases/2021/08/en/credit-suisse-ch-interim-report-6m21.html
382,Proposed new appointments to the Board of Directors of Credit Suisse Group AG,Ad hoc announcement pursuant to article 53 LR,Zurich,13.08.2021,https://www.credit-suisse.com/articles/media-releases/2021/08/en/bod-changes.html
383,"Credit Suisse Announces Coupon Payments and Expected Coupon Payments on Credit Suisse X-Links® Exchange Traded Notes (the ""ETNs"")","On August 2, 2021, Credit Suisse declared coupon payments for the following ETNs:",New York,06.08.2021,https://www.credit-suisse.com/articles/media-releases/2021/08/en/credit-suisse-announces-coupon-payments-and-expected-coupon-payments-on-credit-suisse-x-links.html
